name,location,address1,city,state,zip,full_address
Dollar Tree #942,Meadville Plaza,16039 Conneaut Lake Rd. Ste 101,Meadville,PA,16335,"16039 Conneaut Lake Rd. Ste 101 Meadville, PA 16335"
Dollar Tree #6335,Former Dollar General,2 Gettysburg Pike,Mechanicsburg,PA,17050,"2 Gettysburg Pike Mechanicsburg, PA 17050"
Dollar Tree #1716,Hamden Centre,4860 Carlisle Pike,Mechanicsburg,PA,17050,"4860 Carlisle Pike Mechanicsburg, PA 17050"
Dollar Tree #4904,Media,5110 Pennell Rd,Media,PA,19063,"5110 Pennell Rd Media, PA 19063"
Dollar Tree #2256,Midtown Plaza,434 East Main St.,Middletown,PA,17057,"434 East Main St. Middletown, PA 17057"
Dollar Tree #6858,Buffalo Valley,313 E Chestnut St.,Mifflinburg,PA,17844,"313 E Chestnut St. Mifflinburg, PA 17844"
Dollar Tree #5247,Dollar Tree Plaza,212 Hogan Blvd.,Mill Hall,PA,17751,"212 Hogan Blvd. Mill Hall, PA 17751"
Dollar Tree #2493,Dollar Tree,100 Golfview Drive,Monaca,PA,15061,"100 Golfview Drive Monaca, PA 15061"
Dollar Tree #6413,Monroeville Plaza,4680 Old William Penn Highway,Monroeville,PA,15146,"4680 Old William Penn Highway Monroeville, PA 15146"
Dollar Tree #4702,Birney Mall,3409 Birney Ave Unit 3,Moosic,PA,18507,"3409 Birney Ave Unit 3 Moosic, PA 18507"
Dollar Tree #1602,Morrisville Shopping Center,1 E Trenton Avenue Suite #21,Morrisville,PA,19067,"1 E Trenton Avenue Suite #21 Morrisville, PA 19067"
Dollar Tree #4412,Main Street Center,783 E Main St,Mount Joy,PA,17552,"783 E Main St Mount Joy, PA 17552"
Dollar Tree #5643,Country Side Plaza,348 Country Side Plaza,Mt. Pleasant,PA,15666,"348 Country Side Plaza Mt. Pleasant, PA 15666"
Dollar Tree #5387,Mt Pocono Plaza,3236 Route 940 Suite 107,Mt. Pocono,PA,18344,"3236 Route 940 Suite 107 Mt. Pocono, PA 18344"
Dollar Tree #3810,Highlands Mall,28 Highlands Mall,Natrona Heights,PA,15065,"28 Highlands Mall Natrona Heights, PA 15065"
Dollar Tree #2479,Nazareth Plaza,865 Nazareth Pike,Nazareth,PA,18064,"865 Nazareth Pike Nazareth, PA 18064"
Dollar Tree #3930,Town Center of New Britain,426 Town Center,New Britain,PA,18901,"426 Town Center New Britain, PA 18901"
Dollar Tree #520,Wal Mart Supercenter,2567 W. State St..,New Castle,PA,16101,"2567 W. State St.. New Castle, PA 16101"
Dollar Tree #5730,Lawrence Village Shopping Cent,2650 Ellwood Rd. #7.,New Castle,PA,16101,"2650 Ellwood Rd. #7. New Castle, PA 16101"
Dollar Tree #6779,Fairview Commons,110 Old York Rd,New Cumberland,PA,17070,"110 Old York Rd New Cumberland, PA 17070"
Dollar Tree #1623,Northtowne Plaza,2888 Dekalb Pike,Norristown,PA,19401,"2888 Dekalb Pike Norristown, PA 19401"
Dollar Tree #6448,Fmr Walgreens,12119 State Route 30... .,North Huntingdon,PA,15642,"12119 State Route 30... . North Huntingdon, PA 15642"
Dollar Tree #2417,The Shoppes at North Huntingdo,8939 Lincoln Highway Suite 108,North Huntingdon,PA,15642,"8939 Lincoln Highway Suite 108 North Huntingdon, PA 15642"
Dollar Tree #1275,Rossi Plaza,110 Walmart Drive,North Versailles,PA,15137,"110 Walmart Drive North Versailles, PA 15137"
Dollar Tree #2932,Montgomery Commons,1200 Welsh Road. Suite A2,North Wales,PA,19454,"1200 Welsh Road. Suite A2 North Wales, PA 19454"
Dollar Tree #6485,Oxford Crossing,100 Commons Drive.,Oxford,PA,19363,"100 Commons Drive. Oxford, PA 19363"
Dollar Tree #4232,Northside Commons,109 Northside Commons,Palmyra,PA,17078,"109 Northside Commons Palmyra, PA 17078"
Dollar Tree #1994,West Sadsbury Commons,332 Commons Drive,Parkesburg,PA,19365,"332 Commons Drive Parkesburg, PA 19365"
Dollar Tree #5514,Perkasie Square,537 Constitution Avenue,Perkasie,PA,18944,"537 Constitution Avenue Perkasie, PA 18944"
Dollar Tree #3594,Philadelphia,101 East Olney Ave,Philadelphia,PA,19120,"101 East Olney Ave Philadelphia, PA 19120"
Dollar Tree #1688,Philadelphia Home & Design Cen,101 Franklin Mills Blvd,Philadelphia,PA,19154,"101 Franklin Mills Blvd Philadelphia, PA 19154"
Dollar Tree #3106,Boulevard Plaza,11000 Roosevelt Blvd,Philadelphia,PA,19116,"11000 Roosevelt Blvd Philadelphia, PA 19116"
Dollar Tree #7688,1100 W Girard Ave,1100 W Girard Ave,Philadelphia,PA,19123,"1100 W Girard Ave Philadelphia, PA 19123"
Dollar Tree #1604,Underground Concourse,1601 Market Street,Philadelphia,PA,19103,"1601 Market Street Philadelphia, PA 19103"
Dollar Tree #3984,Grant Plaza,1619 Grant Avenue,Philadelphia,PA,19115,"1619 Grant Avenue Philadelphia, PA 19115"
Dollar Tree #3834,Oregon Avenue Shopping Center,2017 W Oregon Avenue,Philadelphia,PA,19145,"2017 W Oregon Avenue Philadelphia, PA 19145"
Dollar Tree #1656,Former Sears Auto,2100 Cottman Ave,Philadelphia,PA,19149,"2100 Cottman Ave Philadelphia, PA 19149"
Dollar Tree #3300,Columbus Commons,2116 S. Columbus Blvd.,Philadelphia,PA,19148,"2116 S. Columbus Blvd. Philadelphia, PA 19148"
Dollar Tree #1632,South Philadelphia Shopping Ce,2437 S 23rd Street,Philadelphia,PA,19145,"2437 S 23rd Street Philadelphia, PA 19145"
Dollar Tree #4892,Port Richmond Shopping Center,2489 Aramingo Ave,Philadelphia,PA,19125,"2489 Aramingo Ave Philadelphia, PA 19125"
Dollar Tree #7290,Former Church,2500 Wharton Street,Philadelphia,PA,19146,"2500 Wharton Street Philadelphia, PA 19146"
Dollar Tree #7154,2601 Girard Ave,2601 Girard Ave.,Philadelphia,PA,19130,"2601 Girard Ave. Philadelphia, PA 19130"
Dollar Tree #4269,Blue Bell Shopping Center,2910 S 70th Street Suite 3B,Philadelphia,PA,19142,"2910 S 70th Street Suite 3B Philadelphia, PA 19142"
Dollar Tree #1781,Penrose Plaza,3000 Island Ave Ste M-P,Philadelphia,PA,19153,"3000 Island Ave Ste M-P Philadelphia, PA 19153"
Dollar Tree #4634,Chelten Avenue,301 W Chelten Ave Ste F,Philadelphia,PA,19144,"301 W Chelten Ave Ste F Philadelphia, PA 19144"
Dollar Tree #4624,Philadelphia,31 W Girard Ave.,Philadelphia,PA,19123,"31 W Girard Ave. Philadelphia, PA 19123"
Dollar Tree #5776,Grant Avenue,3366 Grant Avenue,Philadelphia,PA,19114,"3366 Grant Avenue Philadelphia, PA 19114"
Dollar Tree #1624,Aramingo Village,3668 Aramingo Ave #9A,Philadelphia,PA,19134,"3668 Aramingo Ave #9A Philadelphia, PA 19134"
Dollar Tree #3574,Philadelphia,3829 Aramingo Ave,Philadelphia,PA,19137,"3829 Aramingo Ave Philadelphia, PA 19137"
Dollar Tree #5872,USPO Morrell Ave,3854 Morrell Avenue,Philadelphia,PA,19114,"3854 Morrell Avenue Philadelphia, PA 19114"
Dollar Tree #7151,4160 Monument Road,4160 Monument Road,Philadelphia,PA,19131,"4160 Monument Road Philadelphia, PA 19131"
Dollar Tree #6160,4424 North Broad Street,4424 N Broad Street,Philadelphia,PA,19140,"4424 N Broad Street Philadelphia, PA 19140"
Dollar Tree #1619,Northeast Tower Center,4600 East Roosevelt Blvd,Philadelphia,PA,19124,"4600 East Roosevelt Blvd Philadelphia, PA 19124"
Dollar Tree #730,Snyder Plaza,56 Snyder Ave. Space 25,Philadelphia,PA,19148,"56 Snyder Ave. Space 25 Philadelphia, PA 19148"
Dollar Tree #7448,571521 N Broad Street,5715 N Broad Street,Philadelphia,PA,19141,"5715 N Broad Street Philadelphia, PA 19141"
Dollar Tree #5861,Frankford Avenue,6101 Frankford Ave,Philadelphia,PA,19135,"6101 Frankford Ave Philadelphia, PA 19135"
Dollar Tree #5729,Mayfair Center,6429 Sackett Street,Philadelphia,PA,19149,"6429 Sackett Street Philadelphia, PA 19149"
Dollar Tree #1655,Hunting Park Plaza,700 E Hunting Park Ave,Philadelphia,PA,19124,"700 E Hunting Park Ave Philadelphia, PA 19124"
Dollar Tree #1436,Ivy Ridge,7106 Ridge Avenue,Philadelphia,PA,19128,"7106 Ridge Avenue Philadelphia, PA 19128"
Dollar Tree #3783,City Avenue Shopping Center,7740 City Line Avenue,Philadelphia,PA,19151,"7740 City Line Avenue Philadelphia, PA 19151"
Dollar Tree #1627,Andorra Shopping Center,801 E Cathedral Rd. Store #24,Philadelphia,PA,19128,"801 E Cathedral Rd. Store #24 Philadelphia, PA 19128"
Dollar Tree #4507,Bells Corner,8318 Bustleton Ave.,Philadelphia,PA,19152,"8318 Bustleton Ave. Philadelphia, PA 19152"
Dollar Tree #4536,Shelly Plaza,8920 Frankford Ave.,Philadelphia,PA,19136,"8920 Frankford Ave. Philadelphia, PA 19136"
Dollar Tree #1612,Northeast Shopping Center,9163 Roosevelt Blvd & Welsh Rd,Philadelphia,PA,19114,"9163 Roosevelt Blvd & Welsh Rd Philadelphia, PA 19114"
Dollar Tree #1711,Phoenixville Town Center,700 Nutt Road,Phoenixville,PA,19460,"700 Nutt Road Phoenixville, PA 19460"
Dollar Tree #2103,West View Shopping Center,1030 West View Park Dr,Pittsburgh,PA,15229,"1030 West View Park Dr Pittsburgh, PA 15229"
Dollar Tree #258,Penn Hills Shopping Center,12 Federal Drive,Pittsburgh,PA,15235,"12 Federal Drive Pittsburgh, PA 15235"
Dollar Tree #228,Robinson Towne Center,1360 Park Manor Blvd.,Pittsburgh,PA,15205,"1360 Park Manor Blvd. Pittsburgh, PA 15205"
Dollar Tree #5828,Former Family Dollar,1516 Brighton Road..,Pittsburgh,PA,15212,"1516 Brighton Road.. Pittsburgh, PA 15212"
Dollar Tree #5553,Mount Oliver,1630 Arlington Avenue... # 1,Pittsburgh,PA,15210,"1630 Arlington Avenue... # 1 Pittsburgh, PA 15210"
Dollar Tree #142,Edgewood Towne Centre,1759 S Braddock Ave.,Pittsburgh,PA,15218,"1759 S Braddock Ave. Pittsburgh, PA 15218"
Dollar Tree #4522,Nobles Manor,2350 Noblestown Rd..,Pittsburgh,PA,15205,"2350 Noblestown Rd.. Pittsburgh, PA 15205"
Dollar Tree #236,Mt Nebo Pointe,240 Mt Nebo Pointe Rd,Pittsburgh,PA,15237,"240 Mt Nebo Pointe Rd Pittsburgh, PA 15237"
Dollar Tree #5587,Penn Center East,3428 Willam Penn Hwy,Pittsburgh,PA,15235,"3428 Willam Penn Hwy Pittsburgh, PA 15235"
Dollar Tree #5038,McKnight Road,4714 McKnight Rd,Pittsburgh,PA,15237,"4714 McKnight Rd Pittsburgh, PA 15237"
Dollar Tree #4287,Crafton Shoppes,47 Walsh Rd,Pittsburgh,PA,15205,"47 Walsh Rd Pittsburgh, PA 15205"
Dollar Tree #5840,Penn Avenue,6009 Penn Ave.,Pittsburgh,PA,15206,"6009 Penn Ave. Pittsburgh, PA 15206"
Dollar Tree #6074,Alcoma Plaza,7181 Saltsburg Rd,Pittsburgh,PA,15235,"7181 Saltsburg Rd Pittsburgh, PA 15235"
Dollar Tree #1952,Pittston Commons,1820 S Township Blvd,Pittston,PA,18640,"1820 S Township Blvd Pittston, PA 18640"
Dollar Tree #6391,Suburbia Shopping Center,20 Glocker Way. #26,Pottstown,PA,19465,"20 Glocker Way. #26 Pottstown, PA 19465"
Dollar Tree #1641,Pottstown Center,223 Shoemaker Rd. Suite #151,Pottstown,PA,19464,"223 Shoemaker Rd. Suite #151 Pottstown, PA 19464"
Dollar Tree #4484,Fairlane Village Mall,7230 Fairlane Village Mall,Pottsville,PA,17901,"7230 Fairlane Village Mall Pottsville, PA 17901"
Dollar Tree #2568,Punxsutawney,22000 Route 119,Punxsutawney,PA,15767,"22000 Route 119 Punxsutawney, PA 15767"
Dollar Tree #1642,Trainers Station,50 North West End Blvd,Quakertown,PA,18951,"50 North West End Blvd Quakertown, PA 18951"
Dollar Tree #1339,Rockland Plaza,1130 Rockland Street,Reading,PA,19604,"1130 Rockland Street Reading, PA 19604"
Dollar Tree #5954,Mount Penn Plaza,2550 Perkiomen Avenue,Reading,PA,19606,"2550 Perkiomen Avenue Reading, PA 19606"
Dollar Tree #1682,Penn Plaza Shopping Center,3045 N. 5th Street Hwy Suite 12,Reading,PA,19605,"3045 N. 5th Street Hwy Suite 12 Reading, PA 19605"
Dollar Tree #1722,Shelbourne Square,5448 Perkiomen Ave,Reading,PA,19606,"5448 Perkiomen Ave Reading, PA 19606"
Dollar Tree #1873,Windsor Commons,3157 Cape Horn Rd,Red Lion,PA,17356,"3157 Cape Horn Rd Red Lion, PA 17356"
Dollar Tree #1622,Crossroads Plaza,800 Bustleton Pike,Richboro,PA,18954,"800 Bustleton Pike Richboro, PA 18954"
Dollar Tree #1175,St Marys Plaza,867 S. Saint Marys St. Ste 6,Saint Marys,PA,15857,"867 S. Saint Marys St. Ste 6 Saint Marys, PA 15857"
Dollar Tree #3687,Southside Shopping Center,1000 S Washington Ave.,Scranton,PA,18505,"1000 S Washington Ave. Scranton, PA 18505"
Dollar Tree #7344,Green Ridge Plaza,1624 Nay Aug Avenue. #3,Scranton,PA,18509,"1624 Nay Aug Avenue. #3 Scranton, PA 18509"
Dollar Tree #1380,Keyser Oak Shopping Center,1780 North Keyser Avenue Ste 2,Scranton,PA,18508,"1780 North Keyser Avenue Ste 2 Scranton, PA 18508"
Dollar Tree #1955,CVS Strip Center,208 Meadow Avenue,Scranton,PA,18505,"208 Meadow Avenue Scranton, PA 18505"
Dollar Tree #4767,Orchard Hills Shopping Center,30 Baldwin Blvd. Suite #10,Shamokin Dam,PA,17876,"30 Baldwin Blvd. Suite #10 Shamokin Dam, PA 17876"
Dollar Tree #1633,Sharon Plaza,1100 Chester Pike,Sharon Hill,PA,19079,"1100 Chester Pike Sharon Hill, PA 19079"
Dollar Tree #5933,Gold Star Plaza,7 Gold Star Plaza,Shenandoah,PA,17976,"7 Gold Star Plaza Shenandoah, PA 17976"
Dollar Tree #1437,Shillington Plaza,1 Parkside Avenue Unit 2B,Shillington,PA,19607,"1 Parkside Avenue Unit 2B Shillington, PA 19607"
Dollar Tree #1649,Kenhorst Plaza,440 Kenhorst Plaza Unit 7,Shillington,PA,19607,"440 Kenhorst Plaza Unit 7 Shillington, PA 19607"
Dollar Tree #2746,Shippensburg Marketplace,343 Baltimore Road,Shippensburg,PA,17257,"343 Baltimore Road Shippensburg, PA 17257"
Dollar Tree #777,Shrewsbury Commons Shopping Center,814 Shrewsbury Commons Avenue,Shrewsbury,PA,17361,"814 Shrewsbury Commons Avenue Shrewsbury, PA 17361"
Dollar Tree #7297,Sinking Spring Plaza,4770 Penn Avenue,Sinking Spring,PA,19608,"4770 Penn Avenue Sinking Spring, PA 19608"
Dollar Tree #6591,223 Grove City Rd,223 Grove City Road,Slippery Rock,PA,16057,"223 Grove City Road Slippery Rock, PA 16057"
Dollar Tree #4146,Somerset Crossing,2066 N. Center Ave Ste 101,Somerset,PA,15501,"2066 N. Center Ave Ste 101 Somerset, PA 15501"
Dollar Tree #7176,County Line Plaza,709B Route 113 Space 1C,Souderton,PA,18964,"709B Route 113 Space 1C Souderton, PA 18964"
Dollar Tree #6038,Hampton Square,410 Second Street Pike,Southampton,PA,18966,"410 Second Street Pike Southampton, PA 18966"
Dollar Tree #6576,1245 W Southern Ave,1245 W SOUTHERN AVE,SOUTH WILLIAMSPORT,PA,17702,"1245 W SOUTHERN AVE SOUTH WILLIAMSPORT, PA 17702"
Dollar Tree #597,North Atherton Place,1657 North Atherton,State College,PA,16803,"1657 North Atherton State College, PA 16803"
Dollar Tree #3644,Benner Pike Shops,329 Benner Pike,State College,PA,16801,"329 Benner Pike State College, PA 16801"
Dollar Tree #1495,Ames Plaza,1116 North 9th St,Stroudsburg,PA,18360,"1116 North 9th St Stroudsburg, PA 18360"
Dollar Tree #3663,Hometown Commons,45 Plaza Drive,Tamaqua,PA,18252,"45 Plaza Drive Tamaqua, PA 18252"
Dollar Tree #4222,Village at Pittsburgh Mills,1020 Village Center Dr,Tarentum,PA,15084,"1020 Village Center Dr Tarentum, PA 15084"
Dollar Tree #3750,Taylor Commons Shopping Center,1341 S. Main Avenue,Taylor,PA,18517,"1341 S. Main Avenue Taylor, PA 18517"
Dollar Tree #4658,North Reading Plaza,5370 Allentown Pike,Temple,PA,19560,"5370 Allentown Pike Temple, PA 19560"
Dollar Tree #1657,Thorndale Shopping Center,3223 E. Lincoln Hwy,Thorndale,PA,19372,"3223 E. Lincoln Hwy Thorndale, PA 19372"
Dollar Tree #5425,Titusville Plaza,324 W Central Ave,Titusville,PA,16354,"324 W Central Ave Titusville, PA 16354"
Dollar Tree #3731,Bradford Town Center,RR 6 Box 6040-16,Towanda,PA,18848,"RR 6 Box 6040-16 Towanda, PA 18848"
Dollar Tree #2186,Trexlertown Mall,6900 Hamilton Blvd #220,Trexlertown,PA,18087,"6900 Hamilton Blvd #220 Trexlertown, PA 18087"
Dollar Tree #7505,38 Elmira Street,38 Elmira Street..,Troy,PA,16947,"38 Elmira Street.. Troy, PA 16947"
Dollar Tree #7337,Hunter Way,809 Hunter Highway. Suite 3,Tunkhannock,PA,18657,"809 Hunter Highway. Suite 3 Tunkhannock, PA 18657"
Dollar Tree #274,Uniontown Shopping Center,112 Matthew Dr,Uniontown,PA,15401,"112 Matthew Dr Uniontown, PA 15401"
Dollar Tree #136,Fayette Plaza,609 Pittsburgh Road Ste.# 3,Uniontown,PA,15401,"609 Pittsburgh Road Ste.# 3 Uniontown, PA 15401"
Dollar Tree #3166,Pep Boys,6701 Market St.,Upper Darby,PA,19082,"6701 Market St. Upper Darby, PA 19082"
Dollar Tree #1615,Bond Shopping Center,7901 Lansdowne Ave,Upper Darby,PA,19082,"7901 Lansdowne Ave Upper Darby, PA 19082"
Dollar Tree #4019,River Town Shops,100 Allegheny River Blvd,Verona,PA,15147,"100 Allegheny River Blvd Verona, PA 15147"
Dollar Tree #1583,Walnutport Shopping Center,200 S Best Avenue Suite F,Walnutport,PA,18088,"200 S Best Avenue Suite F Walnutport, PA 18088"
Dollar Tree #3551,Warren Commons,2745 Market St.,Warren,PA,16365,"2745 Market St. Warren, PA 16365"
Dollar Tree #1693,Warrington Shopping Center,1380 Easton Road.,Warrington,PA,18976,"1380 Easton Road. Warrington, PA 18976"
Dollar Tree #23,Strabane Square,341 Washington Rd..,Washington,PA,15301,"341 Washington Rd.. Washington, PA 15301"
Dollar Tree #3392,Trinity Point Shopping Center,60 Trinity Point,Washington,PA,15301,"60 Trinity Point Washington, PA 15301"
Dollar Tree #3151,Wayne Heights Shopping Plaza,1523 E. Main Street Suite A,Waynesboro,PA,17268,"1523 E. Main Street Suite A Waynesboro, PA 17268"
Dollar Tree #2206,Frm Walgreens,1395 E High Street,Waynesburg,PA,15370,"1395 E High Street Waynesburg, PA 15370"
Dollar Tree #2153,Wesleyville,3604 Buffalo Road,Wesleyville,PA,16510,"3604 Buffalo Road Wesleyville, PA 16510"
Dollar Tree #5416,The Village at Painters Crossi,158 Painters Xing,West Chester,PA,19382,"158 Painters Xing West Chester, PA 19382"
Dollar Tree #1659,Bradford Plaza,682 Downingtown Pike,West Chester,PA,19380,"682 Downingtown Pike West Chester, PA 19380"
Dollar Tree #218,Century Square,1099 Mountain View Dr.,West Mifflin,PA,15122,"1099 Mountain View Dr. West Mifflin, PA 15122"
Dollar Tree #4994,Kennywood Shops,1600 Hoffman Blvd,West Mifflin,PA,15122,"1600 Hoffman Blvd West Mifflin, PA 15122"
Dollar Tree #1634,Whitehall Square,2180 MacArthur Road. Suites 13 & 14,Whitehall,PA,18052,"2180 MacArthur Road. Suites 13 & 14 Whitehall, PA 18052"
Dollar Tree #6173,Frmr Rite Aid,1615 Lincoln Way,White Oak,PA,15131,"1615 Lincoln Way White Oak, PA 15131"
Dollar Tree #7240,Wilkes Barre Center,14 S. Main Street,Wilkes Barre,PA,18705,"14 S. Main Street Wilkes Barre, PA 18705"
Dollar Tree #1677,East End Centre,316 East End Centre,Wilkes Barre,PA,18702,"316 East End Centre Wilkes Barre, PA 18702"
Dollar Tree #4239,Blackman Plaza,958 Wilkes Barre Township Blvd.,Wilkes Barre,PA,18702,"958 Wilkes Barre Township Blvd. Wilkes Barre, PA 18702"
Dollar Tree #27,Loyal Plaza,1923 East Third Street,Williamsport,PA,17701,"1923 East Third Street Williamsport, PA 17701"
Dollar Tree #951,Kendig Square,2600 Willow Street Pike 204,Willow Street,PA,17584,"2600 Willow Street Pike 204 Willow Street, PA 17584"
Dollar Tree #4572,Wind Gap Plaza,811 Male Rd.,Wind Gap,PA,18091,"811 Male Rd. Wind Gap, PA 18091"
Dollar Tree #6154,Macdade Crossing,1245 MacDade Blvd,Woodlyn,PA,19094,"1245 MacDade Blvd Woodlyn, PA 19094"
Dollar Tree #1841,Cedarbrook Plaza,1000 Easton Road Suite 205,Wyncote,PA,19095,"1000 Easton Road Suite 205 Wyncote, PA 19095"
Dollar Tree #2240,Midway Shopping Center,1050 Wyoming Avenue,Wyoming,PA,18644,"1050 Wyoming Avenue Wyoming, PA 18644"
Dollar Tree #5913,Haines Acres Shopping Center,1071 Haines Rd.,York,PA,17402,"1071 Haines Rd. York, PA 17402"
Dollar Tree #716,South York Value Center,2142 South Queen Street. #100,York,PA,17403,"2142 South Queen Street. #100 York, PA 17403"
Dollar Tree #1770,WalMart Supercenter,2801 E Market Street.,York,PA,17402,"2801 E Market Street. York, PA 17402"
Dollar Tree #1684,North West Plaza,965 Loucks Rd..,York,PA,17404,"965 Loucks Rd.. York, PA 17404"
